decision_id,slot_id,action,tile_id,program,request_id,reason
D000403,N20260917-S020,wait,,,,no legal observable candidate can finish in its known window
D000404,N20260917-S021,wait,,,,no legal observable candidate can finish in its known window
D000405,N20260917-S022,wait,,,,no legal observable candidate can finish in its known window
D000406,N20260917-S023,wait,,,,no legal observable candidate can finish in its known window
D000407,N20260917-S024,wait,,,,no legal observable candidate can finish in its known window
D000408,N20260917-S025,wait,,,,no legal observable candidate can finish in its known window
D000409,N20260917-S026,wait,,,,no legal observable candidate can finish in its known window
D000410,N20260917-S027,wait,,,,no legal observable candidate can finish in its known window
D000411,N20260917-S028,wait,,,,no legal observable candidate can finish in its known window
D000412,N20260917-S029,wait,,,,no legal observable candidate can finish in its known window
D000413,N20260917-S030,wait,,,,no legal observable candidate can finish in its known window
D000414,N20260917-S031,wait,,,,no legal observable candidate can finish in its known window
D000415,N20260917-S032,wait,,,,no legal observable candidate can finish in its known window
D000416,N20260917-S033,wait,,,,no legal observable candidate can finish in its known window
D000417,N20260917-S034,wait,,,,no legal observable candidate can finish in its known window
D000418,N20260917-S035,wait,,,,no legal observable candidate can finish in its known window
D000419,N20260917-S036,wait,,,,no legal observable candidate can finish in its known window
D000420,N20260917-S037,wait,,,,no legal observable candidate can finish in its known window
D000421,N20260917-S038,wait,,,,no legal observable candidate can finish in its known window
D000422,N20260917-S039,observe,T00018,BACKUP,,highest public current-snapshot estimate
D000423,N20260918-S001,wait,,,,no legal observable candidate can finish in its known window
D000424,N20260918-S002,wait,,,,no legal observable candidate can finish in its known window
D000425,N20260918-S003,wait,,,,no legal observable candidate can finish in its known window
D000426,N20260918-S004,wait,,,,no legal observable candidate can finish in its known window
D000427,N20260918-S005,wait,,,,no legal observable candidate can finish in its known window
D000428,N20260918-S006,wait,,,,no legal observable candidate can finish in its known window
D000429,N20260918-S007,wait,,,,no legal observable candidate can finish in its known window
D000430,N20260918-S008,wait,,,,no legal observable candidate can finish in its known window
D000431,N20260918-S009,wait,,,,no legal observable candidate can finish in its known window
D000432,N20260918-S010,wait,,,,no legal observable candidate can finish in its known window
D000433,N20260918-S011,wait,,,,no legal observable candidate can finish in its known window
D000434,N20260918-S012,wait,,,,no legal observable candidate can finish in its known window
D000435,N20260918-S013,wait,,,,no legal observable candidate can finish in its known window
D000436,N20260918-S014,wait,,,,no legal observable candidate can finish in its known window
D000437,N20260918-S015,wait,,,,no legal observable candidate can finish in its known window
D000438,N20260918-S016,wait,,,,no legal observable candidate can finish in its known window
D000439,N20260918-S017,wait,,,,no legal observable candidate can finish in its known window
D000440,N20260918-S018,wait,,,,no legal observable candidate can finish in its known window
D000441,N20260918-S019,wait,,,,no legal observable candidate can finish in its known window
D000442,N20260918-S020,wait,,,,no legal observable candidate can finish in its known window
D000443,N20260918-S021,wait,,,,no legal observable candidate can finish in its known window
D000444,N20260918-S022,wait,,,,no legal observable candidate can finish in its known window
D000445,N20260918-S023,wait,,,,no legal observable candidate can finish in its known window
D000446,N20260918-S024,wait,,,,no legal observable candidate can finish in its known window
D000447,N20260918-S025,wait,,,,no legal observable candidate can finish in its known window
D000448,N20260918-S026,wait,,,,no legal observable candidate can finish in its known window
D000449,N20260918-S027,wait,,,,no legal observable candidate can finish in its known window
D000450,N20260918-S028,wait,,,,no legal observable candidate can finish in its known window
D000451,N20260918-S029,wait,,,,no legal observable candidate can finish in its known window
D000452,N20260918-S030,wait,,,,no legal observable candidate can finish in its known window
D000453,N20260918-S031,wait,,,,no legal observable candidate can finish in its known window
D000454,N20260918-S032,wait,,,,no legal observable candidate can finish in its known window
D000455,N20260918-S033,wait,,,,no legal observable candidate can finish in its known window
D000456,N20260918-S034,wait,,,,no legal observable candidate can finish in its known window
D000457,N20260918-S035,wait,,,,no legal observable candidate can finish in its known window
D000458,N20260918-S036,wait,,,,no legal observable candidate can finish in its known window
D000459,N20260918-S037,wait,,,,no legal observable candidate can finish in its known window
D000460,N20260918-S038,wait,,,,no legal observable candidate can finish in its known window
D000461,N20260918-S039,wait,,,,no legal observable candidate can finish in its known window
D000462,N20260919-S001,wait,,,,no legal observable candidate can finish in its known window
D000463,N20260919-S002,wait,,,,no legal observable candidate can finish in its known window
D000464,N20260919-S003,wait,,,,no legal observable candidate can finish in its known window
D000465,N20260919-S004,wait,,,,no legal observable candidate can finish in its known window
D000466,N20260919-S005,wait,,,,no legal observable candidate can finish in its known window
D000467,N20260919-S006,wait,,,,no legal observable candidate can finish in its known window
D000468,N20260919-S007,wait,,,,no legal observable candidate can finish in its known window
D000469,N20260919-S008,wait,,,,no legal observable candidate can finish in its known window
D000470,N20260919-S009,wait,,,,no legal observable candidate can finish in its known window
D000471,N20260919-S010,wait,,,,no legal observable candidate can finish in its known window
D000472,N20260919-S011,wait,,,,no legal observable candidate can finish in its known window
D000473,N20260919-S012,wait,,,,no legal observable candidate can finish in its known window
D000474,N20260919-S013,wait,,,,no legal observable candidate can finish in its known window
D000475,N20260919-S014,wait,,,,no legal observable candidate can finish in its known window
D000476,N20260919-S015,wait,,,,no legal observable candidate can finish in its known window
D000477,N20260919-S016,wait,,,,no legal observable candidate can finish in its known window
D000478,N20260919-S017,wait,,,,no legal observable candidate can finish in its known window
D000479,N20260919-S018,wait,,,,no legal observable candidate can finish in its known window
D000480,N20260919-S019,wait,,,,no legal observable candidate can finish in its known window
D000481,N20260919-S020,wait,,,,no legal observable candidate can finish in its known window
D000482,N20260919-S021,wait,,,,no legal observable candidate can finish in its known window
D000483,N20260919-S022,wait,,,,no legal observable candidate can finish in its known window
D000484,N20260919-S023,wait,,,,no legal observable candidate can finish in its known window
D000485,N20260919-S024,wait,,,,no legal observable candidate can finish in its known window
D000486,N20260919-S025,wait,,,,no legal observable candidate can finish in its known window
D000487,N20260919-S026,wait,,,,no legal observable candidate can finish in its known window
D000488,N20260919-S027,wait,,,,no legal observable candidate can finish in its known window
D000489,N20260919-S028,wait,,,,no legal observable candidate can finish in its known window
D000490,N20260919-S029,wait,,,,no legal observable candidate can finish in its known window
D000491,N20260919-S030,wait,,,,no legal observable candidate can finish in its known window
D000492,N20260919-S031,wait,,,,no legal observable candidate can finish in its known window
